T,EV,AP,RH,EP
21.1818,56.7740,1016.6637,74.7908,455.4029
19.8563,57.4361,1011.9674,78.2498,448.8941
19.1152,57.7486,1008.4695,55.9169,453.6717
4.6964,42.9338,1016.1488,82.1748,485.5615
13.7990,51.5679,1021.3804,84.3403,471.2825
10.3364,45.3286,1018.5216,71.9592,472.7427
16.4999,35.5903,1015.4980,54.9079,466.5462
22.1621,53.6490,1015.6181,80.5631,447.0158
22.6618,66.7535,1025.5230,64.5247,450.4563
28.6699,89.3469,1005.0871,83.8467,424.3354
19.6978,46.6775,1010.8239,76.1464,456.1691
23.6562,58.2425,1011.3102,61.6140,456.0826
23.8332,56.4589,1015.7924,61.3232,451.3787
23.9745,43.5308,1015.2595,53.6677,449.9367
8.9536,33.9723,1013.9213,97.2659,468.2024
15.6627,64.2957,1008.7267,99.1512,457.7499
6.2515,37.4374,1028.2633,79.9443,487.2083
15.9671,56.4696,1020.2562,69.9724,459.9543
9.3898,38.3338,1015.5604,77.7095,486.7748
23.3274,53.2346,1007.2892,65.9825,441.2029
23.2364,66.5414,1015.0104,73.8691,447.5235
30.6002,62.6828,1011.8171,48.9001,435.1250
31.1802,70.5871,1005.8488,72.1582,424.7365
21.3209,58.8576,1014.9763,82.4714,452.0565
16.0020,46.5334,1010.7371,83.0391,467.8378
19.2315,68.1952,1009.6751,66.8830,456.1702
16.4119,51.6252,1015.8614,83.8498,456.8915
20.6316,59.2551,1007.2503,58.5760,452.3231
25.7998,70.4716,1012.1934,71.2627,436.6675
9.4448,51.9130,1005.8640,84.3143,469.3516
6.6221,42.2412,1018.6850,109.5184,481.9906
21.3564,59.5265,1017.8009,67.6509,457.8082
39.5292,89.9938,996.9064,57.0636,412.7262
6.7354,36.4741,1022.1414,78.5242,478.4770
18.2150,58.0119,1012.1892,75.9384,453.1232
20.6548,46.9031,1000.4224,82.8307,449.4271
22.1286,63.6189,1017.3963,65.9886,447.8325
14.6394,51.2071,1010.8318,90.1430,464.9732
34.3094,75.4359,1001.4350,48.3357,422.4794
19.8325,52.6357,1012.2512,54.8334,455.7060
15.8204,51.6926,1017.7307,77.3759,456.8207
12.6120,46.2599,1013.8283,68.6673,477.0277
20.6293,54.9770,1010.4578,57.6744,454.1802
14.6849,43.1965,1016.7887,73.8094,463.4002
12.9180,45.2531,1023.1201,88.7872,469.7334
29.9256,60.4126,1021.4014,40.4455,435.9136
10.9227,46.7300,1013.0918,76.1138,475.5937
18.1745,59.8100,1019.7040,72.4896,464.7308
16.1076,35.8445,1016.5101,69.7984,465.2191
5.3975,30.1661,1022.8586,83.2574,482.9673
17.7906,52.6011,1016.9226,52.1424,460.9815
23.7422,75.1180,1018.7445,62.3507,449.7104
20.6784,46.4789,1021.6558,50.7273,462.3186
5.1003,21.2817,1013.7737,95.1992,492.6983
14.2551,53.4595,1024.9842,54.6090,469.8148
9.2103,37.2128,1015.1034,85.5253,468.0547
25.3972,73.7975,1012.8394,71.3292,438.0961
18.2430,72.2694,1010.9121,69.4557,457.8928
26.3486,62.8689,1002.8192,63.6550,439.7218
17.7434,62.6060,1012.1076,78.6694,448.3045
10.8046,49.4043,1015.6642,81.8695,467.2185
28.3215,64.9337,1010.5531,67.2324,440.7200
21.0745,47.2405,1013.4044,63.6576,453.3458
15.9276,52.1463,1017.2215,78.6134,451.4867
23.8399,70.0126,1020.4289,77.3000,444.2833
25.6132,66.0564,1014.3032,69.7215,442.4469
16.3212,47.9092,1010.7165,107.4528,464.5205
13.5796,54.9332,1003.6970,85.1521,467.3277
14.2175,40.7378,1019.2614,63.4697,473.8322
21.6944,47.2535,1012.1776,73.2950,453.6878
21.7895,56.0912,1005.8272,73.4283,451.0484
11.6317,42.0037,1021.2074,78.3040,476.2234
14.0037,37.2871,1020.0629,71.3314,466.3949
25.0090,56.0463,1008.7272,91.3854,442.0291
21.8158,51.4192,1016.8477,65.6820,449.8944
25.6713,71.8506,1004.9723,70.4896,441.3886
31.7948,74.4291,1005.6334,65.9106,421.8919
26.6854,71.5727,1005.6272,80.9195,438.6977
17.8546,49.5906,1005.3723,83.4213,455.3866
17.8755,58.2915,1005.7355,85.5878,459.4921
5.5803,34.9537,1019.7751,87.7409,484.6373
34.4926,62.1737,1001.9917,59.3763,409.8243
17.9339,60.2823,1025.6780,91.7803,459.3015
27.3830,56.1481,1011.4332,60.5038,439.3947
32.1878,73.9759,1014.3226,69.2604,422.8639
6.1564,27.3717,1018.0488,97.8626,483.2078
21.1498,53.3920,1022.2429,60.0296,457.3956
7.1776,29.3932,1021.0602,80.7865,486.1887
13.4937,48.6650,1015.0351,74.7764,466.9297
21.4630,53.1958,1020.5949,74.4993,454.7148
28.4437,66.1726,1012.1857,63.6521,436.4865
23.3662,56.2621,1012.8201,50.1749,452.3480
17.9478,48.3512,1009.3726,85.3363,450.9638
16.2973,34.6751,1015.6821,63.3822,469.8895
10.6300,40.2152,1023.9039,80.3312,477.9018
15.8303,50.9599,1019.2867,78.6579,463.7763
25.3779,54.3627,1012.1380,50.7287,444.7186
33.7166,74.9392,1005.9266,48.9347,423.1713
21.0706,53.9571,1014.2258,80.8628,447.7354
31.7664,67.5786,1005.3651,51.4497,435.3867
4.3688,34.9264,1027.6651,84.7243,486.0108
4.1530,43.9774,1015.3034,101.8229,484.4108
25.8255,52.0527,1008.8874,77.6401,440.3113
18.2191,43.4072,1015.3532,79.2028,456.2764
35.2220,59.8666,1013.3551,41.8256,430.0023
3.8927,31.6376,1018.1579,73.1559,489.0710
20.8365,55.5997,1018.0318,55.8849,454.2620
10.4050,41.4002,1015.1089,74.6600,479.8138
17.5827,47.2012,1016.9996,77.9550,461.5901
21.1823,48.3358,1016.2662,60.7242,458.9912
10.7540,45.3882,1015.9825,82.0241,468.6434
22.0003,67.0531,1024.1352,81.5055,449.2938
18.9692,53.0803,1021.1580,65.6360,459.0934
14.5043,48.6655,1012.0456,77.3453,466.5303
16.0774,47.5869,1023.5596,87.6219,464.6488
15.1737,53.6762,1012.7870,87.0269,454.5498
23.0142,54.0693,1009.8161,65.0007,442.5244
22.3824,45.9744,1004.3493,69.4260,456.7477
31.5571,84.7305,1004.8792,76.8951,421.4082
26.6141,71.4636,1012.4138,64.3547,439.1672
34.2823,77.3313,1008.5616,49.4800,412.2668
18.6805,52.8916,1006.8371,76.9918,449.7609
22.9872,55.8811,1015.0474,72.7446,446.0214
24.6390,64.9544,1010.3350,77.6836,437.4738
31.6025,81.7667,1009.3570,63.3690,429.5740
19.0588,46.8539,1012.8050,84.8123,453.7896
21.4698,54.0740,1011.0685,73.4011,449.3716
-3.6100,22.2594,1024.8620,104.1488,502.2864
29.2018,71.6232,1017.4804,68.5394,431.9337
34.4735,83.3057,1013.9781,54.3343,420.7567
14.1723,36.6694,1010.2999,86.8081,469.3753
20.4534,60.0388,1019.6933,72.0035,447.7460
36.2087,76.5124,997.8997,51.4538,419.9947
31.8822,77.4961,1006.9381,85.5672,417.3974
46.8050,99.9554,1004.3348,33.9045,390.0614
21.0555,55.7578,1013.2844,93.3146,440.6042
21.5174,48.5366,1016.7477,63.7738,455.6895
20.1429,57.1372,1021.5498,71.5096,453.2946
17.5574,52.1213,1011.3281,93.9322,460.1395
30.1796,76.1015,1017.2917,61.4568,435.7320
20.1321,50.8799,1012.0239,82.9384,453.2340
20.8655,54.2865,1011.9991,88.4173,445.1393
34.6902,86.2377,1005.3566,65.5168,420.0683
19.8540,51.7835,1012.2488,51.5010,455.5032
25.4355,73.8931,1019.9946,75.3377,444.0303
25.2020,58.1738,1004.8024,78.2106,440.3791
6.0262,25.5275,1023.0543,58.0485,494.6807
12.6216,54.1178,1017.1215,84.9090,461.5875
22.0691,74.8873,1017.9716,74.0315,443.5214
17.4591,44.9702,1000.5556,90.0184,458.5972
21.3426,61.1701,1015.2982,71.8420,449.2845
16.9774,60.7961,1007.8492,98.3055,454.5236
19.2758,54.6949,1013.1698,80.0015,453.8731
21.2380,52.6044,1015.0039,49.3126,456.8285
22.2691,53.3157,1008.5314,30.6586,458.7050
13.2138,38.8967,1013.1032,77.8849,472.6653
23.4670,45.7161,1011.1246,69.0070,454.1602
24.6112,73.9731,1022.5583,54.8910,437.4052
19.9277,55.2557,1010.6853,68.2152,451.3019
22.5107,57.2782,1010.6327,75.9675,446.7350
18.8851,51.8522,1013.4917,78.1195,458.4960
31.3289,71.0214,1008.6289,57.3136,436.3000
15.0091,47.7636,1020.7567,82.2112,460.8484
16.0278,44.0840,1019.6614,72.5914,464.9049
20.3404,49.1945,1013.3373,93.7232,448.1462
15.6596,41.8919,1016.7236,71.7769,465.5563
14.1840,49.8915,1010.9066,82.6660,467.6913
15.2695,41.4419,1018.6376,67.8283,465.8816
23.2983,55.6738,1011.5166,73.6613,437.4133
21.9331,46.8878,1006.1301,88.8103,449.1032
7.2767,46.6873,1023.1327,86.8969,466.7752
19.5783,59.0640,1017.9400,77.1511,456.0161
13.0363,49.6317,1013.9729,94.5739,471.1850
5.9315,26.5065,1022.2101,76.6385,486.1297
18.8697,56.1571,1012.7084,78.0946,451.5728
15.0350,53.4020,1025.0047,61.0552,465.8907
13.7737,48.0004,1022.4543,77.5163,470.3138
5.1284,32.4317,1028.4961,86.2698,491.7077
17.3498,40.3132,1021.6002,55.6566,467.7567
12.9176,36.3907,1025.4112,90.6296,474.5740
12.8642,43.3506,1022.1726,61.0808,477.5107
27.8871,62.6666,1004.8246,81.8968,437.2969
32.0693,57.1518,1005.1543,43.8157,426.8680
14.9572,57.1676,1014.7417,90.9790,462.4930
21.3771,77.9411,1016.7377,95.1237,442.8688
23.7437,63.4037,1003.2288,83.4525,447.0166
18.1296,53.0845,1014.3980,66.7564,464.5772
37.1299,79.1301,1006.4209,61.6694,407.9222
20.4842,60.1595,1012.9524,83.2707,451.2803
13.8819,41.7883,1013.4194,82.2044,469.4449
31.8102,75.3932,1001.3710,58.2514,426.4884
8.3307,37.0907,1022.6134,105.6123,476.6997
33.8306,70.9169,1011.6603,57.7875,423.2961
4.1045,21.3889,1026.2652,64.1672,489.8393
11.5252,44.3770,1019.5913,83.3478,476.3121
29.4320,76.9052,996.4075,84.9630,432.4258
6.9564,33.9448,1013.8271,71.3150,477.0077
18.8243,42.9915,1011.2091,66.5120,465.3440
7.6300,42.1084,1015.7905,98.6261,479.0360
22.5787,45.1021,1005.9443,46.5517,448.9275
19.8501,61.8658,1019.4304,69.8195,450.5574
30.9758,67.4498,1012.8676,52.0314,419.0109
6.3439,40.8209,1008.7851,99.7389,483.5383
20.6190,58.2494,1003.0877,93.5524,450.3228
11.0884,38.3732,1015.3091,77.1633,477.0993
23.9349,55.6245,1010.4162,52.3763,450.8559
17.7812,41.7316,1021.2945,46.0308,461.9895
12.6959,48.0779,1013.8902,84.5431,466.3827
19.5335,46.2196,1003.8229,101.7927,452.8568
31.3437,77.6294,1003.8886,62.1204,426.9828
17.3848,56.9430,1012.5208,85.0178,453.1030
3.8185,37.9564,1021.7053,69.8712,490.3586
10.6434,25.3780,1022.4325,80.5050,471.7596
22.7277,51.3760,1017.3949,57.4292,453.8803
16.5781,48.3248,1015.6274,75.9786,459.8559
1.8027,20.0582,1030.4948,80.3552,501.9540
29.7907,65.9784,1018.5222,63.3460,438.1289
32.2107,79.1196,1012.9080,58.9359,423.2810
23.4191,52.6932,1015.2643,56.0408,459.7638
17.8419,60.1520,1015.2031,92.3892,456.9036
11.8113,43.7434,1023.2407,74.4900,473.3741
17.7619,51.8690,1019.7505,58.6549,459.7522
16.9803,46.4864,1013.5101,82.2362,463.7538
28.6970,74.8557,1010.4143,79.9928,426.5665
21.2094,66.9549,1006.3372,64.5168,447.8525
22.4460,58.7323,1004.7809,69.5158,448.4263
14.8890,41.2570,1024.5033,73.3137,466.0632
15.8091,47.3041,1007.9248,79.2398,471.0989
15.0749,46.3591,1016.8851,78.1170,460.6296
17.0250,51.4373,1012.1892,71.7489,451.0043
24.1879,58.4136,1016.8315,64.4247,449.6731
30.0390,71.5785,1010.7745,74.2985,432.8312
40.6844,86.7228,998.7839,57.0534,411.5160
24.0806,66.3417,1014.0930,65.7094,440.2545
25.8252,64.3368,1014.5639,71.3418,435.2682
20.1462,64.2957,1012.0199,78.2286,442.8078
6.6503,38.0568,1021.0910,94.1097,488.5060
21.4648,59.2384,1016.5902,63.7815,447.0643
24.0149,64.6539,1005.5954,71.6063,438.1068
29.6538,69.1169,1008.1317,60.9747,436.7121
10.1457,48.1797,1011.4785,70.6025,473.8907
11.1631,41.8196,1010.0280,88.6343,467.7657
11.9218,27.7851,1019.3805,69.1505,482.1002
17.4685,58.6599,1016.4347,84.1191,447.9870
17.1178,54.3921,1020.6269,78.8801,451.9850
14.5331,49.9033,1012.4275,83.3621,461.0220
20.1160,54.0451,1011.2338,64.6409,460.5103
11.6322,40.3361,1022.5672,66.1673,479.2191
13.1801,50.4401,1010.4725,91.9887,465.9659
13.0078,37.8552,1014.2702,68.0284,474.4481
23.6947,52.3843,1009.1414,73.9510,439.1521
32.0658,82.4395,1003.1471,83.1766,425.5088
26.1547,63.6473,1009.4547,88.8582,429.3901
16.9754,51.7030,1017.5506,63.8370,449.5199
15.0405,44.9621,1019.3413,67.1783,456.0385
22.2550,67.1506,1019.2499,71.2990,439.4057
14.0389,53.9417,1017.2011,70.5838,462.3410
21.4997,59.6833,1010.2475,81.0692,444.0838
16.3960,55.8010,1009.0594,70.4734,464.8785
28.5366,61.5760,1011.9437,52.4114,428.9089
24.8796,65.9290,1016.7820,50.7478,441.0805
16.4088,39.2576,1020.2770,75.2166,464.3265
20.0502,54.7165,1009.7325,68.3344,460.5907
20.0658,50.9073,1007.5589,67.8810,465.5035
25.9405,64.4531,1006.2894,70.9273,438.1863
22.9283,58.2550,1021.3745,79.2138,442.8153
14.1433,35.7520,1016.6122,60.0807,473.0293
17.9935,43.4634,1005.7397,78.8233,454.6885
18.7248,54.6562,1017.9396,86.8666,456.5004
19.1531,52.5776,1022.1454,71.9701,461.6472
9.6175,45.3724,1021.0610,95.5550,461.6256
18.2448,53.2835,1017.4520,81.9734,456.2907
19.4828,45.7462,1011.5632,75.6596,447.7866
27.0626,75.5051,1010.4221,69.5008,438.5590
32.9505,68.0327,1002.4507,52.8952,419.4354
14.0924,61.2925,1017.0261,92.3168,462.7793
16.7386,41.6929,1018.9401,54.4379,469.3242
32.2769,88.9052,1011.4388,67.9689,428.3762
22.5019,67.1799,1004.5582,79.9759,441.0973
17.0525,42.4155,1003.0677,83.0968,455.1720
23.3547,54.6828,1017.1627,42.2047,450.8975
16.9926,64.0912,1012.0967,63.5282,447.9846
31.5355,66.3350,1009.1539,62.3462,429.0540
32.2841,71.5989,1007.3124,69.1227,433.8639
22.9096,51.3332,1019.6443,75.9037,447.9907
12.2453,34.6590,1023.0163,78.3110,475.2609
24.8023,65.1406,1006.2937,50.4863,443.0455
15.8088,46.3667,1024.3457,50.6087,462.9300
16.6187,59.2662,1018.9461,63.6362,462.6052
13.3825,39.0074,1018.7949,82.6293,477.4010
17.4622,57.5577,1013.9821,83.8510,456.8611
25.3420,67.4761,1016.4270,60.4004,445.7460
18.2577,46.2243,1013.1329,80.2250,462.9561
24.9271,62.9017,1005.6956,52.6462,445.4658
26.1957,57.9067,1006.9665,66.8796,439.4616
12.0486,45.9383,1012.9907,85.2892,469.6880
14.3537,45.4555,1014.5699,94.1915,463.3843
27.0212,79.8968,1005.5153,72.0585,426.0616
18.0144,52.9880,1008.6396,86.5569,453.3489
11.1987,46.2625,1014.4567,58.0357,477.1868
17.9250,35.6482,1008.1836,61.3241,461.6577
21.6181,55.1298,1010.3690,64.1836,454.8306
17.7068,51.8791,1011.7143,88.8883,455.3164
15.2329,54.1872,1009.1133,98.4577,459.0005
21.4364,62.7492,1006.5626,78.9872,443.0419
23.3223,72.5649,1013.2243,76.0869,449.1530
18.7738,47.9565,1010.8438,74.8519,464.4789
36.0752,73.1394,1006.6861,62.4610,418.9803
11.0331,45.8279,1025.9440,82.2783,481.3573
24.6872,57.0025,1011.8176,81.1792,440.9014
27.7556,61.4335,1011.2137,60.0354,432.9480
16.0352,57.4658,1005.8218,107.9101,452.1209
14.6031,55.4230,1007.6827,106.1280,460.9028
16.3494,48.8187,1016.4007,70.3115,458.9896
16.6896,50.7066,1013.6706,81.5735,457.7273
17.1465,55.9351,1008.8389,97.4427,455.9069
20.8367,54.8225,1010.6645,68.4812,449.4575
19.8866,62.5452,1012.9339,71.7429,456.0551
5.5961,35.7567,1021.1152,83.3069,484.5160
14.6734,47.5136,1008.7323,80.0518,466.9679
15.5575,46.9616,1010.0906,87.7736,463.8750
23.5109,59.8245,1008.8175,77.2773,448.3655
26.7126,63.4183,1002.2180,56.7350,443.4113
21.1437,50.7353,1006.2124,71.0451,454.2327
17.8529,57.4087,1010.9361,82.5032,456.1806
23.0219,62.6376,1004.0243,72.6818,441.4860
13.4325,48.5369,1012.2261,92.4947,469.7815
36.9864,82.8017,1002.6455,59.3473,414.9770
30.9671,63.6020,1009.3673,67.4177,436.3641
14.9341,60.2970,1019.9429,74.0055,458.3552
24.4342,61.6727,1012.6683,74.6215,447.2012
11.5789,41.3070,1007.0798,91.8437,477.0531
19.4795,62.4425,1014.3747,71.5980,454.5950
31.4651,63.2430,1004.7759,55.1474,423.9350
5.8546,46.4829,1013.6345,96.6496,476.9726
24.4679,49.8059,1010.1802,79.9299,448.0328
11.3982,50.5303,1020.9380,103.0366,472.8541
16.4022,46.8447,1015.7253,66.4223,459.1262
15.9160,48.9101,1013.9767,74.3250,467.0708
3.7893,40.5367,1019.7138,96.8568,482.3559
15.3194,52.0001,1003.6683,87.8155,466.5616
19.9385,56.0618,1014.1687,74.1279,449.4034
4.1313,33.6055,1011.8939,99.2804,480.1245
22.4437,58.3123,1012.7353,68.5535,445.0146
27.7806,60.0229,1013.8868,47.4718,444.7414
27.8954,63.6660,1016.4615,72.3510,441.8376
19.9919,48.1878,1009.0110,62.7829,460.0838
20.3413,44.7561,1013.6726,74.0111,452.7747
15.8869,45.5499,1014.1915,59.6589,470.8501
20.9587,49.4317,1013.7102,54.7921,460.2357
18.5894,43.8222,1014.4762,90.5490,455.2094
25.6565,58.3087,1004.2712,64.6821,442.9064
25.0853,52.8278,1013.5990,64.8527,451.2519
17.6194,44.1843,1029.3093,53.3824,468.9087
21.8702,64.0104,1020.9096,66.6195,449.1460
20.4598,50.2120,1002.2519,85.5061,455.5843
33.3650,69.6721,1006.5445,55.1349,436.5817
18.9293,58.9694,1010.2591,88.1598,450.4263
15.9813,47.4651,1026.4901,60.9149,464.5658
20.1913,54.6853,1010.2020,53.0313,453.2682
15.3200,40.7994,1015.5764,72.9141,475.3229
20.3594,61.1778,1007.9799,78.7328,456.5585
19.3539,52.0373,1013.1092,64.8023,451.6543
16.8763,59.3930,1020.9501,65.0313,453.3736
24.9699,62.0270,1004.0921,57.6320,451.6010
18.1605,48.6925,1028.1163,60.9661,456.4990
19.3982,45.3306,1011.7757,76.0771,458.6893
16.4126,44.5927,1006.4429,73.0590,463.1141
28.3597,64.2005,998.2055,75.4845,428.2955
12.2398,49.3040,1015.7747,108.8012,465.9998
15.3689,56.9551,1006.4320,84.3906,452.1864
18.5319,55.4322,1018.6971,66.1158,465.5615
16.2319,58.6477,1027.3457,67.6078,457.1162
15.5933,47.1451,1019.3667,80.6917,463.4229
13.7406,46.4168,1026.1259,72.2121,469.4577
18.1269,38.2099,1017.7577,86.3549,455.6732
21.8024,52.7635,1015.9996,70.1743,454.4724
21.5125,68.0638,1010.1881,93.2593,437.8535
20.6899,52.6894,1006.3498,78.7065,444.4885
24.0624,52.1538,1011.5250,55.4930,453.6568
8.2579,32.9928,1021.5585,75.6101,485.3327
12.5508,54.3419,1015.5899,91.8582,463.3910
30.7154,71.4387,1004.8336,54.1522,428.6356
19.9206,57.4783,1001.1644,79.7601,462.2612
3.2933,35.8059,1028.3233,91.9401,486.2754
26.2390,67.8683,1019.4413,65.1923,428.7597
8.3662,28.8171,1017.8002,81.7802,479.6207
29.7419,70.3077,997.1443,76.2977,426.7006
13.6770,43.5057,1013.4443,85.1038,464.4455
14.2963,50.4325,1010.1101,104.2654,464.2162
12.0358,40.2959,1021.7844,81.2626,470.2712
29.4092,70.3976,1012.2901,71.0890,426.4153
20.4401,57.3638,1018.9491,70.3817,457.9294
19.0336,55.7161,1010.6354,78.8558,464.7521
14.6191,49.6490,1014.4051,98.7776,455.3384
12.0235,50.0547,1023.6516,76.7271,473.3300
6.3477,41.8575,1020.5266,94.7674,482.1946
23.7005,50.9147,1014.2249,48.1977,455.3444
23.1390,64.3924,1016.0622,86.8538,445.7317
4.8513,14.3015,1014.2658,71.0945,488.2523
26.5074,71.1234,1006.0092,81.4840,442.1402
18.1629,60.0320,1016.4458,62.6307,454.6356
12.6668,46.6034,1013.5486,80.5673,473.4717
17.7470,44.4074,1003.7585,82.0047,461.5772
19.3705,59.8290,1021.5886,76.4449,458.6084
20.8375,64.6360,1017.3716,75.7541,448.1578
14.8695,49.0687,1019.7625,85.3355,468.3220
30.8767,60.8474,1007.1585,56.0028,434.3570
29.1498,48.8775,1007.2226,59.5698,445.0118
12.7015,31.2193,1013.6219,73.5299,475.6313
24.8659,56.9141,1011.4265,66.1593,443.2866
22.7959,53.1693,1008.7286,66.2973,446.9176
26.3228,52.2562,1015.0272,60.6325,450.4179
32.9087,78.7266,1008.6330,59.8647,424.2120
38.2202,79.5938,1018.3382,39.6090,419.9026
14.6947,53.9412,1025.0875,80.1023,456.0899
13.8898,48.6228,1011.1676,83.2334,463.3388
24.8828,56.3378,1006.9500,46.8193,457.1601
11.5228,42.9599,1019.6302,79.7316,471.8694
32.9822,69.6247,1009.0812,50.7642,420.1725
34.8390,64.0676,1006.5602,41.8613,430.3617
24.2866,52.6108,1014.3560,62.9591,445.4230
9.4143,46.7390,1025.0328,102.5316,469.8787
16.6139,52.6464,1015.4351,77.6259,460.0646
9.3944,46.9681,1017.1752,88.3440,471.2040
17.1377,44.1646,1033.2829,72.9262,461.5659
16.8960,58.3387,1025.0558,78.6470,454.2089
19.0661,50.2596,1015.2820,81.1842,448.8049
31.0015,70.5086,1013.7124,62.0116,427.8764
17.2645,49.5835,1021.9195,74.5702,454.6322
14.7412,52.2374,1014.1069,94.5610,460.5837
13.6477,44.0075,1016.8169,76.7293,469.1179
23.0168,57.9068,1015.6854,61.0356,450.2512
13.6669,41.9353,1017.0485,77.8367,480.8511
14.6511,50.6934,1019.2452,86.4485,467.1910
31.0021,67.4673,1016.3048,56.5454,435.0674
16.4593,49.7973,1019.7600,75.2450,459.9349
19.7310,51.9107,1017.4233,50.0070,463.6982
19.9433,45.6359,1021.2799,41.1488,458.9224
13.5432,39.6131,1018.9736,66.0904,475.5128
25.9711,69.1260,1013.3241,75.9636,440.2882
12.6988,45.5609,1010.2866,64.2047,475.4222
22.5691,53.9328,1009.2008,75.6896,448.6700
29.2729,67.3120,1006.6243,68.7538,427.4199
18.7211,60.0777,1022.3368,63.0256,457.9191
0.7317,28.5164,1019.5344,99.2199,499.8467
29.2899,56.8449,1018.3106,50.0485,442.3417
19.8700,62.1466,1020.9332,60.9407,459.9883
19.1373,53.1781,1012.8288,76.5514,460.2618
30.5075,71.9122,1014.9107,79.0516,421.5002
15.0042,56.3802,1021.2918,82.5292,464.4363
24.7704,60.2820,1015.7631,75.4701,449.4150
31.7943,74.8033,1006.1882,59.7375,431.2098
29.8884,74.1144,1003.6423,87.5998,424.7304
21.6241,63.9576,1020.6336,85.3757,450.9175
18.2530,40.9068,1022.8977,44.7271,464.8166
15.9065,63.1657,1012.6836,87.5294,451.0303
17.0627,53.2513,1012.3051,79.4263,463.9887
16.6116,34.8753,1014.3683,84.5649,464.5884
27.3457,63.5096,1009.7496,50.3831,436.4046
9.9047,42.3035,1019.9255,82.0251,463.8410
24.3408,73.4218,1019.3868,85.3072,440.0976
27.7975,69.7203,1007.7452,64.2343,438.9730
18.4958,56.4448,1014.2665,70.0012,457.4094
19.2725,60.5138,1018.5812,65.6904,460.4013
18.2233,50.3984,1009.4584,79.9293,458.7783
16.0048,39.2884,1017.3753,75.3559,463.5598
18.2617,41.8155,1010.1480,88.8059,454.9595
20.5107,68.3291,1017.3499,84.2313,450.4178
4.9316,34.0083,1023.0523,87.2268,490.5873
15.2120,63.1280,1019.7693,86.5818,465.4876
25.8184,58.8019,1009.1887,70.6135,443.1863
37.8238,86.6345,1002.8143,60.5442,409.9129
8.5263,38.0541,1017.4892,87.0937,481.6797
21.4376,53.1302,1023.0862,60.4057,456.6154
22.2951,56.8397,1018.8505,77.1127,445.8196
14.8767,39.7743,1017.4888,65.3209,465.5271
23.8250,60.3030,1016.0741,72.8392,445.6063
14.6572,55.0155,1010.1588,87.8142,462.2516
24.3558,56.3279,1011.7961,47.5348,444.4916
24.3414,70.6660,1017.1003,67.2090,439.2713
8.6843,47.7788,1020.9017,83.2172,482.1992
28.9351,65.7819,1010.6339,70.3836,433.2967
2.8895,22.4247,1029.2993,96.0163,495.2564
36.4679,84.6502,1002.5570,55.0125,421.2166
14.1605,51.9891,1012.2956,65.4979,465.7586
29.1140,59.1559,1004.0766,56.4850,436.0412
17.5823,54.9014,1013.0721,83.2769,457.3452
13.0032,46.4306,1022.8215,79.7937,468.7408
11.1176,34.0315,1021.4847,71.3814,476.2653
23.4721,68.3965,1019.4268,58.4872,446.8820
22.6215,66.5038,1009.6547,77.6926,440.1176
13.5033,52.2361,1014.5554,90.7785,469.7423
28.0201,67.1772,1005.5207,82.4352,434.5419
27.4145,71.3167,1007.0352,75.1479,433.8370
28.9973,56.0960,1011.1450,42.6353,436.4703
19.0749,52.3989,1020.7296,60.5891,465.6404
29.9059,74.1678,1009.1821,74.2169,432.8096
1.5501,31.1212,1019.1658,91.1021,486.6172
34.2234,74.7044,999.4957,63.6281,420.1723
21.0557,55.2946,1014.8325,66.5402,452.6694
24.1705,65.9214,1009.0843,72.0053,436.8595
30.2501,75.2332,1012.1048,68.9108,427.5666
27.5298,67.4470,1015.6113,81.8599,436.1254
16.2478,49.1010,1006.8494,78.6282,464.5204
12.0975,22.8782,1013.2921,90.7889,469.1419
15.6666,52.4432,1013.1956,76.4217,458.5928
28.5943,66.9628,1016.7979,59.3750,433.0350
16.6267,55.0381,1020.5821,72.3650,460.8647
24.2484,56.5711,1018.0696,74.3322,438.4973
25.0463,70.6105,1011.9067,81.6548,436.8254
27.9062,65.2299,1002.4511,72.6527,429.4769
26.6842,63.3516,1011.1296,76.0632,441.2129
31.9062,71.8684,999.3672,65.6688,428.4457
13.2331,40.9372,1003.1338,84.6190,453.5830
15.3101,46.9119,1027.0221,88.6899,464.4701
24.9268,68.4082,1008.0514,76.3031,439.1195
21.3045,58.4378,1010.5148,71.5710,449.5277
33.5317,83.4523,1012.6578,45.2570,426.6478
9.3436,34.3296,1011.7227,80.0435,479.0973
33.3500,69.5333,1012.1001,58.3817,422.9566
32.7023,76.0228,1003.2412,77.2044,424.0815
26.7964,78.6951,1002.5083,92.3279,433.6634
24.3313,59.4879,1013.5303,61.3837,448.1197
14.2389,50.8091,1016.5537,72.7221,460.6352
10.5924,42.5915,1016.2016,88.2636,466.8142
23.4124,51.5224,1008.8992,76.2071,453.2464
13.0513,46.5856,1020.3212,86.7812,470.8142
16.8897,69.5141,1016.2549,92.5445,444.4532
22.6213,62.8238,1008.8883,75.0148,449.0580
13.2588,43.9873,1008.7675,76.2379,465.1020
19.9077,57.5598,1014.4954,73.8441,451.6061
25.5593,52.9897,1014.1218,51.4258,443.3499
10.1548,40.8658,1016.6779,73.1906,476.4204
20.6976,51.9148,1004.5806,63.2480,450.8189
27.5915,61.8179,1009.5246,76.1910,433.2750
20.1102,47.1242,1007.1666,88.5597,453.4695
21.9829,61.1024,1005.4858,73.8224,450.8481
