ws_sold_date_sk,ws_sold_time_sk,ws_ship_date_sk,ws_item_sk,ws_bill_customer_sk,ws_bill_cdemo_sk,ws_bill_hdemo_sk,ws_bill_addr_sk,ws_ship_customer_sk,ws_ship_cdemo_sk,ws_ship_hdemo_sk,ws_ship_addr_sk,ws_web_page_sk,ws_web_site_sk,ws_ship_mode_sk,ws_warehouse_sk,ws_promo_sk,ws_order_number,ws_quantity,ws_wholesale_cost,ws_list_price,ws_sales_price,ws_ext_discount_amt,ws_ext_sales_price,ws_ext_wholesale_cost,ws_ext_list_price,ws_ext_tax,ws_coupon_amt,ws_ext_ship_cost,ws_net_paid,ws_net_paid_inc_tax,ws_net_paid_inc_ship,ws_net_paid_inc_ship_tax,ws_net_profit
2451049,55743,2451167,151351,4733546,451125,4704,3245483,11426958,182270,5773,1777752,1496,28,15,18,1161,4443909,88,38.24,66.53,54.55,1054.24,4800.40,3365.12,5854.64,0.00,2304.19,2516.80,2496.21,2496.21,5013.01,5013.01,-868.91
2452570,54796,2452652,158751,2148643,376946,6849,937552,10025073,415303,61,5322764,2743,49,14,15,16,34225543,32,88.53,115.97,46.38,2226.88,1484.16,2832.96,3711.04,89.04,0.00,1744.00,1484.16,1573.20,3228.16,3317.20,-1348.80
2450907,73684,2450992,262154,255485,1724637,4189,566141,255485,1724637,4189,566141,2197,4,14,18,462,5088787,51,97.39,145.11,50.78,4810.83,2589.78,4966.89,7400.61,155.38,0.00,3404.25,2589.78,2745.16,5994.03,6149.41,-2377.11
2451342,46615,2451379,167588,8944050,1013806,2762,2822118,7431853,41805,4986,659542,694,26,6,12,231,3393290,17,90.04,118.85,38.03,1373.94,646.51,1530.68,2020.45,38.79,0.00,161.50,646.51,685.30,808.01,846.80,-884.17
2451801,10073,2451869,102722,10582351,625185,2419,2949253,2131537,1382931,3708,5288142,1439,7,9,20,618,30509541,62,53.73,105.84,23.28,5118.72,1443.36,3331.26,6562.08,14.43,0.00,2165.04,1443.36,1457.79,3608.40,3622.83,-1887.90
2451255,77390,2451341,115544,4571089,455460,6231,2467049,2364378,191351,3362,350133,2683,25,13,2,1231,16682114,79,66.10,140.13,88.28,4096.15,6974.12,5221.90,11070.27,267.80,278.96,996.19,6695.16,6962.96,7691.35,7959.15,1473.26
2451534,52986,2451636,232208,10672642,1334490,785,1632233,3256888,1863871,5424,5234119,2912,16,11,1,1118,46811829,52,46.05,49.73,33.31,853.84,1732.12,2394.60,2585.96,155.89,0.00,77.48,1732.12,1888.01,1809.60,1965.49,-662.48
2450872,73676,2450985,44701,9991190,474762,4734,4385906,3220089,510331,2222,2912194,2606,32,6,4,1215,38947511,95,3.50,7.84,0.54,693.50,51.30,332.50,744.80,3.59,0.00,58.90,51.30,54.89,110.20,113.79,-281.20
2452544,28891,2452656,44635,5256458,221181,5104,2282627,5652216,594441,7196,4317519,2947,39,20,6,1459,32942325,16,18.99,29.43,18.54,174.24,296.64,303.84,470.88,20.76,0.00,235.36,296.64,317.40,532.00,552.76,-7.20
2452600,63177,2452716,134323,7765942,993943,5591,123992,8577399,1681792,1242,2106843,1488,36,4,11,631,45002528,99,86.68,128.28,87.23,4063.95,8635.77,8581.32,12699.72,259.07,0.00,253.44,8635.77,8894.84,8889.21,9148.28,54.45
2452600,10388,2452622,98367,4359401,95748,2142,683289,829100,377384,2024,4921218,2706,33,7,11,708,48126491,91,43.19,97.60,83.93,1243.97,7637.63,3930.29,8881.60,76.37,0.00,1953.77,7637.63,7714.00,9591.40,9667.77,3707.34
2452534,9635,2452538,291967,11502584,159678,1572,473066,2332132,1550755,5948,5767042,1935,31,18,10,35,48592024,85,90.20,118.16,70.89,4017.95,6025.65,7667.00,10043.60,361.53,0.00,3514.75,6025.65,6387.18,9540.40,9901.93,-1641.35
2451573,73593,2451644,237941,2246438,1114046,2007,2656015,8193010,88013,3192,1030000,2453,17,5,14,603,54238029,55,88.57,252.42,37.86,11800.80,2082.30,4871.35,13883.10,62.46,0.00,3331.90,2082.30,2144.76,5414.20,5476.66,-2789.05
2452607,77242,2452645,15921,7821391,1256243,1848,4107900,9749642,1212601,3209,984461,471,9,5,13,1374,37556991,28,88.77,113.62,18.17,2672.60,508.76,2485.56,3181.36,15.26,0.00,95.20,508.76,524.02,603.96,619.22,-1976.80
2451490,81226,2451563,25708,10851258,1376811,7164,223564,582376,1557027,2270,2225423,2143,10,1,9,230,25195045,99,32.18,33.46,21.74,1160.28,2152.26,3185.82,3312.54,64.56,0.00,926.64,2152.26,2216.82,3078.90,3143.46,-1033.56
2451820,54509,2451886,285121,2622319,1517119,7119,4485919,8425178,517738,1519,2970719,1817,13,7,6,205,43691627,55,64.91,166.81,115.09,2844.60,6329.95,3570.05,9174.55,87.35,3418.17,3485.90,2911.78,2999.13,6397.68,6485.03,-658.27
2451059,45236,2451133,139843,1071099,1044265,6231,3328197,5644104,1349061,495,4337661,2809,7,2,14,239,42075929,54,47.00,124.08,26.05,5293.62,1406.70,2538.00,6700.32,14.06,0.00,1607.58,1406.70,1420.76,3014.28,3028.34,-1131.30
2452258,2358,2452308,66567,8473180,1182264,6995,287279,251522,297738,6978,1028509,2559,9,10,8,373,21481386,29,14.97,44.16,2.20,1216.84,63.80,434.13,1280.64,2.85,28.07,499.38,35.73,38.58,535.11,537.96,-398.40
2452500,65422,2452603,274291,4813256,1353164,3825,1561333,8795939,618459,1763,5569671,1806,33,15,11,400,43278320,25,40.25,114.71,111.26,86.25,2781.50,1006.25,2867.75,166.89,0.00,688.25,2781.50,2948.39,3469.75,3636.64,1775.25
2451819,61185,2451922,178328,9869337,440707,6030,4141753,10446442,157454,2969,2677092,821,49,3,16,122,28265676,99,6.54,14.06,7.87,612.81,779.13,647.46,1391.94,15.58,0.00,55.44,779.13,794.71,834.57,850.15,131.67
2451168,45078,2451261,180148,3490690,1088219,1748,2244877,8892093,176480,311,4067440,829,40,14,17,1333,9272565,35,82.11,173.25,34.65,4851.00,1212.75,2873.85,6063.75,24.25,0.00,2728.60,1212.75,1237.00,3941.35,3965.60,-1661.10
2452498,69955,2452553,248443,7269445,1653604,4516,747428,11747898,1033825,7011,1707170,1224,37,6,3,880,10192885,56,54.90,161.40,112.98,2711.52,6326.88,3074.40,9038.40,126.53,0.00,2982.56,6326.88,6453.41,9309.44,9435.97,3252.48
2451757,72343,2451775,269297,5162159,1516158,4910,4978909,822250,114794,5259,3078811,1634,43,10,6,322,44800939,89,1.75,4.65,3.02,145.07,268.78,155.75,413.85,10.75,0.00,98.79,268.78,279.53,367.57,378.32,113.03
2451472,17543,2451500,193468,11699996,906641,3239,3910684,11699996,906641,3239,3910684,464,14,2,10,1251,22875965,49,95.25,120.01,14.40,5174.89,705.60,4667.25,5880.49,31.32,183.45,1411.20,522.15,553.47,1933.35,1964.67,-4145.10
2452466,59374,2452481,260611,3463624,855250,1276,1214055,11504893,1477020,1286,42512,2919,33,13,16,886,39213433,15,4.29,9.09,1.54,113.25,23.10,64.35,136.35,1.38,0.00,16.35,23.10,24.48,39.45,40.83,-41.25
2451202,60155,2451280,189988,3288184,1540817,5450,1266883,11075002,1614271,1229,55462,2390,43,13,8,1370,14956434,61,66.60,170.49,66.49,6344.00,4055.89,4062.60,10399.89,6.48,3731.41,3119.54,324.48,330.96,3444.02,3450.50,-3738.12
2451462,53386,2451564,79760,8904419,10375,1931,5989487,6572456,1835738,155,102911,298,26,18,19,213,35874907,45,65.91,166.75,166.75,0.00,7503.75,2965.95,7503.75,279.13,525.26,975.15,6978.49,7257.62,7953.64,8232.77,4012.54
2452046,74592,2452157,81483,4255855,1780457,1412,2043167,4040162,776106,2926,748681,2981,23,15,7,579,35559238,12,72.42,212.91,19.16,2325.00,229.92,869.04,2554.92,9.19,0.00,434.28,229.92,239.11,664.20,673.39,-639.12
2452639,81168,2452647,17737,2695475,1747023,3818,5631366,3497797,177792,1304,5201652,697,18,8,14,940,33142272,29,66.48,82.43,50.28,932.35,1458.12,1927.92,2390.47,43.74,0.00,812.58,1458.12,1501.86,2270.70,2314.44,-469.80
2452208,44146,2452300,49611,3996310,483705,700,1128895,2678049,1540683,3527,4789322,941,25,3,12,828,28346377,77,58.51,115.26,1.15,8786.47,88.55,4505.27,8875.02,1.77,0.00,1951.95,88.55,90.32,2040.50,2042.27,-4416.72
2451693,67576,2451730,127523,2383675,337505,935,1417165,4321285,31428,3902,1612132,785,13,3,18,733,22471821,57,96.86,245.05,88.21,8939.88,5027.97,5521.02,13967.85,301.67,0.00,1536.15,5027.97,5329.64,6564.12,6865.79,-493.05
2451129,37699,2451164,34477,8994163,516086,2009,739132,8241371,236124,1254,248777,950,44,16,6,963,1588776,28,60.41,167.93,137.70,846.44,3855.60,1691.48,4702.04,347.00,0.00,329.00,3855.60,4202.60,4184.60,4531.60,2164.12
2451046,71965,2451070,257030,2035741,259835,1882,4258776,8386769,731114,1811,5567058,400,2,19,15,1044,21695005,86,76.47,188.88,41.55,12670.38,3573.30,6576.42,16243.68,10.00,3323.16,3085.68,250.14,260.14,3335.82,3345.82,-6326.28
2451246,64415,2451348,261358,9885146,240172,7198,1767471,3154927,1191560,549,5632375,223,37,3,2,1321,9868303,77,95.52,222.56,62.31,12339.25,4797.87,7355.04,17137.12,383.82,0.00,685.30,4797.87,5181.69,5483.17,5866.99,-2557.17
2452440,56441,2452517,29035,5574786,185923,1507,1789444,683508,695118,549,1881733,339,3,7,9,1331,13757426,46,39.14,84.54,10.99,3383.30,505.54,1800.44,3888.84,25.27,0.00,621.92,505.54,530.81,1127.46,1152.73,-1294.90
2451440,45941,2451505,259177,6208755,402440,4478,4580116,93264,1401905,7030,3097068,2113,22,14,19,371,36658875,11,35.30,101.66,58.96,469.70,648.56,388.30,1118.26,19.45,0.00,234.74,648.56,668.01,883.30,902.75,260.26
2451516,34633,2451520,229303,3254028,1737395,762,4948929,3254028,1737395,762,4948929,1675,8,2,4,1106,57077523,26,87.98,202.35,174.02,736.58,4524.52,2287.48,5261.10,0.00,0.00,1578.20,4524.52,4524.52,6102.72,6102.72,2237.04
2450951,46542,2451037,136028,540136,487251,3613,5987528,7481700,1664401,1320,906482,1220,19,4,4,977,45787689,71,30.36,79.23,44.36,2475.77,3149.56,2155.56,5625.33,94.48,0.00,2756.22,3149.56,3244.04,5905.78,6000.26,994.00
2451465,15490,2451559,126280,311859,514263,7067,4907871,4213304,380196,2636,3552240,1424,52,2,10,518,31767198,87,14.35,32.00,11.20,1809.60,974.40,1248.45,2784.00,87.69,0.00,1392.00,974.40,1062.09,2366.40,2454.09,-274.05
2451612,73844,2451705,237271,4424377,1203587,5550,3083160,10142414,605492,4696,4155459,542,17,13,7,494,27530999,26,85.57,154.88,137.84,443.04,3583.84,2224.82,4026.88,179.19,0.00,684.32,3583.84,3763.03,4268.16,4447.35,1359.02
2452275,46411,2452373,191005,6053849,1389403,957,566111,1123402,1204767,5926,3765480,171,1,1,5,576,44572454,94,44.95,88.55,80.58,749.18,7574.52,4225.30,8323.70,302.98,0.00,3578.58,7574.52,7877.50,11153.10,11456.08,3349.22
2452177,71860,2452290,2659,1907899,1036703,260,591017,33999,680879,3735,1007292,2659,47,11,18,885,46134167,20,16.61,44.51,8.01,730.00,160.20,332.20,890.20,0.00,0.00,133.40,160.20,160.20,293.60,293.60,-172.00
2451317,80728,2451327,195661,5414933,182791,5496,2159754,5414933,182791,5496,2159754,2318,52,18,17,156,13521978,26,47.24,133.21,126.54,173.42,3290.04,1228.24,3463.46,296.10,0.00,1004.38,3290.04,3586.14,4294.42,4590.52,2061.80
2451472,54534,2451556,299312,11741148,1447219,4490,181761,8169607,1652327,2821,4252892,1634,20,1,19,1377,23692984,82,27.65,66.91,43.49,1920.44,3566.18,2267.30,5486.62,213.97,0.00,1864.68,3566.18,3780.15,5430.86,5644.83,1298.88
2450888,20642,2450972,165116,588764,315030,1743,3885609,7927960,143036,2007,969873,430,25,20,5,537,51503255,21,90.95,180.99,83.25,2052.54,1748.25,1909.95,3800.79,0.00,1748.25,1216.11,0.00,0.00,1216.11,1216.11,-1909.95
2451760,50009,2451809,266642,2866674,506421,5368,1994362,10053805,1104477,1603,3003397,2401,44,14,4,514,59569250,10,47.60,79.96,46.37,335.90,463.70,476.00,799.60,9.59,143.74,31.90,319.96,329.55,351.86,361.45,-156.04
2452609,57818,2452674,99999,9182007,1644212,6417,4947469,5983027,1479764,2884,1989889,1656,51,6,18,1057,30865016,53,46.25,50.41,33.77,881.92,1789.81,2451.25,2671.73,17.89,0.00,507.21,1789.81,1807.70,2297.02,2314.91,-661.44
2451348,48696,2451444,245252,146068,175033,3551,4274916,6090164,291419,3764,3607929,1522,14,6,11,1423,35915146,90,17.38,37.88,33.71,375.30,3033.90,1564.20,3409.20,273.05,0.00,988.20,3033.90,3306.95,4022.10,4295.15,1469.70
2452538,30003,2452621,263967,4257762,1170366,4570,3990774,5323121,1687947,3786,3634790,55,33,9,3,1110,56428593,10,43.94,55.80,18.41,373.90,184.10,439.40,558.00,14.72,0.00,117.10,184.10,198.82,301.20,315.92,-255.30
2452048,44737,2452064,159587,1679608,1467424,6793,3779409,8026050,795256,1257,407026,1123,11,6,8,870,34963617,69,94.18,107.36,61.19,3185.73,4222.11,6498.42,7407.84,0.00,0.00,3036.69,4222.11,4222.11,7258.80,7258.80,-2276.31
2451146,14495,2451263,48074,9925347,756985,3823,1205061,9713232,1256310,6728,94366,2323,19,11,19,200,33672563,27,50.50,103.02,72.11,834.57,1946.97,1363.50,2781.54,155.75,0.00,83.43,1946.97,2102.72,2030.40,2186.15,583.47
2452243,22358,2452259,122647,4160617,1379464,1511,3919558,964554,690925,1699,3598146,1213,13,5,14,410,32454329,42,98.04,260.78,59.97,8434.02,2518.74,4117.68,10952.76,201.49,0.00,3942.96,2518.74,2720.23,6461.70,6663.19,-1598.94
2452642,40308,2452669,267639,7309206,967158,310,1845462,3755327,1562313,565,3527764,912,33,19,7,1042,51265994,15,58.70,66.33,0.66,985.05,9.90,880.50,994.95,0.24,7.22,49.65,2.68,2.92,52.33,52.57,-877.82
2452389,42810,2452454,193147,3823677,1787601,3525,4380249,5003627,732213,5174,1638698,2127,1,9,5,774,33225692,81,29.89,83.09,45.69,3029.40,3700.89,2421.09,6730.29,222.05,0.00,1615.14,3700.89,3922.94,5316.03,5538.08,1279.80
2451762,77388,2451777,164155,11814632,161001,2570,5636586,4710498,1911594,940,3054956,1895,5,5,17,309,189127,73,51.81,147.65,101.87,3341.94,7436.51,3782.13,10778.45,297.46,0.00,107.31,7436.51,7733.97,7543.82,7841.28,3654.38
2452620,57093,2452634,180666,7381044,1481397,1397,176597,5105286,600643,6550,4398550,1795,33,15,10,5,5937416,83,39.70,106.39,68.08,3179.73,5650.64,3295.10,8830.37,339.03,0.00,882.29,5650.64,5989.67,6532.93,6871.96,2355.54
2451656,63828,2451663,265523,1373000,81137,121,1099105,1373000,81137,121,1099105,1109,31,10,4,1058,12129572,96,99.92,109.91,19.78,8652.48,1898.88,9592.32,10551.36,0.00,0.00,2637.12,1898.88,1898.88,4536.00,4536.00,-7693.44
2452174,62330,2452286,123569,929868,1483504,6740,2948729,1399344,236946,1637,4952073,2503,31,8,6,904,56522148,35,92.76,95.54,18.15,2708.65,635.25,3246.60,3343.90,57.17,0.00,334.25,635.25,692.42,969.50,1026.67,-2611.35
2451735,63329,2451855,196724,7418601,413951,5301,5533004,3658462,1148814,4207,846757,1619,23,8,10,1199,45001134,84,16.02,46.93,5.16,3508.68,433.44,1345.68,3942.12,3.77,56.34,117.60,377.10,380.87,494.70,498.47,-968.58
2452064,81480,2452098,122599,5678064,482189,5161,2845733,5678064,482189,5161,2845733,1449,47,19,13,580,33656719,62,51.48,82.36,74.12,510.88,4595.44,3191.76,5106.32,275.72,0.00,918.84,4595.44,4871.16,5514.28,5790.00,1403.68
2451814,13394,2451873,154931,3290989,1747695,1201,2354,6150463,279886,1719,5789625,2285,8,13,8,150,56504113,57,79.65,185.58,22.26,9309.24,1268.82,4540.05,10578.06,50.75,0.00,5076.99,1268.82,1319.57,6345.81,6396.56,-3271.23
2452583,48733,2452604,120288,5979743,1040944,5698,367699,10798917,1004157,4455,5229209,2073,30,7,2,657,30271924,8,93.88,170.86,18.79,1216.56,150.32,751.04,1366.88,1.50,0.00,136.64,150.32,151.82,286.96,288.46,-600.72
2452306,49167,2452309,128361,11116014,584326,3038,4106903,5315609,1469477,4192,589304,1431,21,12,3,421,14637288,54,64.32,83.61,74.41,496.80,4018.14,3473.28,4514.94,160.72,0.00,721.98,4018.14,4178.86,4740.12,4900.84,544.86
2452620,135,2452707,120318,9633649,1581341,2986,3163031,11119623,358089,6813,4191305,1927,13,18,5,232,40105544,46,52.49,81.88,51.58,1393.80,2372.68,2414.54,3766.48,94.90,0.00,74.98,2372.68,2467.58,2447.66,2542.56,-41.86
2451122,65144,2451152,282535,49636,383215,1594,1784773,282116,1723839,3910,4098289,331,37,4,13,735,15549605,8,14.15,22.49,21.36,9.04,170.88,113.20,179.92,1.70,0.00,62.96,170.88,172.58,233.84,235.54,57.68
2450879,28801,2450958,26029,1003425,1362323,4421,1638166,7836460,1676950,2507,2656605,1490,50,5,1,1377,49816891,62,27.54,29.46,15.61,858.70,967.82,1707.48,1826.52,38.71,0.00,200.88,967.82,1006.53,1168.70,1207.41,-739.66
2451993,68653,2452055,227835,11198204,411665,3173,663834,11098772,714963,311,2273772,1041,19,10,8,1359,33187152,14,36.40,38.94,22.19,234.50,310.66,509.60,545.16,27.95,0.00,179.90,310.66,338.61,490.56,518.51,-198.94
2451745,68866,2451855,208826,6994165,40984,7003,3076222,4936278,1662658,679,3852298,2609,5,4,17,1303,4615715,57,94.24,208.27,8.33,11396.58,474.81,5371.68,11871.39,36.84,14.24,830.49,460.57,497.41,1291.06,1327.90,-4911.11
2451104,72131,2451209,169795,7610008,823265,1322,3785779,7260475,1092291,4750,4170454,856,7,3,20,217,21746301,4,77.14,118.02,102.67,61.40,410.68,308.56,472.08,0.41,402.46,146.32,8.22,8.63,154.54,154.95,-300.34
2452204,79845,2452288,155393,7502708,760097,4239,1413628,6786009,1338438,2148,3639090,2705,17,4,3,1322,57621067,36,58.57,141.73,56.69,3061.44,2040.84,2108.52,5102.28,61.22,0.00,2550.96,2040.84,2102.06,4591.80,4653.02,-67.68
2451606,60538,2451644,3863,438656,623258,5813,3376015,11776522,312695,1727,1636729,704,41,8,2,983,11080623,28,26.56,37.71,37.33,10.64,1045.24,743.68,1055.88,83.61,0.00,115.92,1045.24,1128.85,1161.16,1244.77,301.56
2452129,33989,2452153,240789,1388773,1400262,2151,1216487,5532627,1211793,201,3158890,1585,7,4,3,82,14648138,45,91.60,170.37,144.81,1150.20,6516.45,4122.00,7666.65,195.49,0.00,1686.60,6516.45,6711.94,8203.05,8398.54,2394.45
2450906,69629,2451014,2743,11244820,85142,1464,2672986,926200,816218,5505,1760227,952,46,3,6,789,42254171,42,15.52,19.71,15.37,182.28,645.54,651.84,827.82,19.36,0.00,90.72,645.54,664.90,736.26,755.62,-6.30
2452467,71523,2452539,44775,11221559,814950,3541,2122179,9288586,1878049,4752,2678143,1125,7,1,10,1346,50562764,81,98.88,168.09,65.55,8305.74,5309.55,8009.28,13615.29,371.66,0.00,5989.95,5309.55,5681.21,11299.50,11671.16,-2699.73
2451124,33167,2451137,54146,3483193,160047,4101,840955,7130733,96798,1117,1317971,2168,52,18,11,71,31263340,20,34.63,93.15,7.45,1714.00,149.00,692.60,1863.00,4.47,0.00,521.60,149.00,153.47,670.60,675.07,-543.60
2451894,35577,2451923,83816,8941102,1304479,3856,3035233,2374462,1687798,4211,2644388,1609,2,19,6,653,21258888,63,74.52,116.25,39.52,4833.99,2489.76,4694.76,7323.75,99.59,0.00,1171.80,2489.76,2589.35,3661.56,3761.15,-2205.00
2452245,72285,2452312,110673,3851651,1006671,891,1686311,11576820,882272,5771,4799191,2253,5,11,13,1155,43296406,43,30.00,70.80,4.24,2862.08,182.32,1290.00,3044.40,12.76,0.00,1187.23,182.32,195.08,1369.55,1382.31,-1107.68
2452510,73726,2452540,256713,3556852,1263586,5073,1076607,11549691,448532,5515,2113849,1314,33,12,16,1080,28156290,31,3.63,7.15,2.71,137.64,84.01,112.53,221.65,5.04,0.00,13.02,84.01,89.05,97.03,102.07,-28.52
2452115,44438,2452224,279167,1393463,811196,2976,3548356,3464426,1457942,3249,4249429,1055,31,17,15,553,31415585,97,52.76,108.68,99.98,843.90,9698.06,5117.72,10541.96,678.86,0.00,3372.69,9698.06,10376.92,13070.75,13749.61,4580.34
2450864,20001,2450936,141830,4356786,1126982,5178,5807821,9969472,283415,6056,5398299,439,26,19,2,858,6460611,21,96.74,264.10,105.64,3327.66,2218.44,2031.54,5546.10,155.29,0.00,610.05,2218.44,2373.73,2828.49,2983.78,186.90
2451864,49278,2451887,243121,292599,283004,4162,5913767,11562878,1854588,535,3236540,383,37,3,2,261,10063033,85,97.12,253.48,167.29,7326.15,14219.65,8255.20,21545.80,426.58,0.00,2800.75,14219.65,14646.23,17020.40,17446.98,5964.45
2451965,13223,2452003,139559,1314199,1022341,1330,4686272,3423282,126334,5992,2838134,1545,29,4,6,995,2328739,21,64.05,70.45,28.88,872.97,606.48,1345.05,1479.45,42.45,0.00,384.51,606.48,648.93,990.99,1033.44,-738.57
2452441,59190,2452539,29748,8212185,1423929,4120,5871064,3700331,1271615,3990,2405334,909,25,9,16,823,5760466,29,93.55,131.90,55.39,2218.79,1606.31,2712.95,3825.10,32.12,0.00,803.01,1606.31,1638.43,2409.32,2441.44,-1106.64
2451076,31951,2451196,278294,6647716,1322042,4815,4599941,2768415,1142736,3366,3525339,548,26,18,16,781,53818009,64,73.04,154.11,78.59,4833.28,5029.76,4674.56,9863.04,452.67,0.00,2465.28,5029.76,5482.43,7495.04,7947.71,355.20
2451812,43445,2451826,33482,5563069,668647,3378,2328509,11281266,680922,1149,187880,680,37,20,16,1352,39126195,35,75.29,107.66,19.37,3090.15,677.95,2635.15,3768.10,13.55,0.00,1695.40,677.95,691.50,2373.35,2386.90,-1957.20
2452243,44361,2452322,174459,4279389,46531,5226,1426321,11128507,489794,3653,1277995,1129,11,17,3,789,7730242,66,40.72,103.83,18.68,5619.90,1232.88,2687.52,6852.78,36.98,0.00,958.98,1232.88,1269.86,2191.86,2228.84,-1454.64
2451908,29877,2451989,273680,9885849,582972,5248,203524,5730019,185879,5646,2949522,770,2,3,18,220,55528476,96,49.18,119.50,112.33,688.32,10783.68,4721.28,11472.00,304.09,5715.35,3785.28,5068.33,5372.42,8853.61,9157.70,347.05
2451236,83464,2451278,198680,12296,611359,6069,5235979,12296,611359,6069,5235979,1954,7,13,14,595,38376899,15,83.82,164.28,82.14,1232.10,1232.10,1257.30,2464.20,0.00,542.12,246.30,689.98,689.98,936.28,936.28,-567.32
2451871,3659,2451963,65909,3186050,364856,462,1737668,3067709,988202,1639,322845,2321,31,15,12,462,15680040,3,10.46,30.12,0.00,90.36,0.00,31.38,90.36,0.00,0.00,4.50,0.00,0.00,4.50,4.50,-31.38
2452638,70895,2452750,203670,11818975,980786,6150,573561,2509055,208982,947,3407558,817,18,11,2,813,39288017,6,74.01,130.99,18.33,675.96,109.98,444.06,785.94,1.09,0.00,47.10,109.98,111.07,157.08,158.17,-334.08
2452633,68211,2452689,131377,8772824,294208,6792,1766576,9791732,478255,2281,941265,1035,51,1,9,904,51624672,64,91.48,260.71,31.28,14683.52,2001.92,5854.72,16685.44,120.11,0.00,4170.88,2001.92,2122.03,6172.80,6292.91,-3852.80
2451541,78262,2451630,288199,11541382,266548,1314,4342480,6270073,873537,2331,5260297,1082,22,10,4,978,21439609,56,49.10,100.65,17.11,4678.24,958.16,2749.60,5636.40,9.58,0.00,1239.84,958.16,967.74,2198.00,2207.58,-1791.44
2451885,72577,2451997,70532,7359992,30859,3773,3926640,10759157,1226824,6441,4037308,2579,31,11,8,1212,54432046,38,44.80,118.27,106.44,449.54,4044.72,1702.40,4494.26,181.20,1779.67,584.06,2265.05,2446.25,2849.11,3030.31,562.65
2452598,13863,2452681,197913,10027421,329184,2500,1316263,8140364,1331308,6705,2045621,1077,37,1,2,1176,51557762,96,99.98,241.95,72.58,16259.52,6967.68,9598.08,23227.20,139.35,0.00,4413.12,6967.68,7107.03,11380.80,11520.15,-2630.40
2451779,83561,2451818,167954,4074029,1901332,188,2613091,9576821,388157,2553,3009409,1145,31,9,7,1165,15412931,86,45.62,130.47,120.03,897.84,10322.58,3923.32,11220.42,825.80,0.00,2131.08,10322.58,11148.38,12453.66,13279.46,6399.26
2452584,67851,2452601,101250,2886685,1839519,2753,3385987,1905446,296269,2089,51723,483,37,7,3,32,52004281,30,5.09,8.09,2.18,177.30,65.40,152.70,242.70,4.57,0.00,116.40,65.40,69.97,181.80,186.37,-87.30
2451525,34380,2451527,292282,1345483,980731,1932,2457180,6961347,605945,4877,5767325,1111,31,20,2,1084,23660165,31,29.49,51.60,23.22,879.78,719.82,914.19,1599.60,14.39,0.00,95.79,719.82,734.21,815.61,830.00,-194.37
2452494,82996,2452556,53509,5421986,323825,1311,5777550,1083841,1426040,3161,3391047,2724,25,2,12,562,35841132,86,27.20,33.18,16.92,1398.36,1455.12,2339.20,2853.48,14.55,0.00,1055.22,1455.12,1469.67,2510.34,2524.89,-884.08
2452540,38631,2452591,248622,3863345,198232,5919,1068806,375944,361879,7067,3342754,2097,42,6,1,316,48295409,96,98.71,269.47,156.29,10865.28,15003.84,9476.16,25869.12,450.11,0.00,4396.80,15003.84,15453.95,19400.64,19850.75,5527.68
2450936,64149,2450968,163096,2718983,1767033,5930,2620380,1259947,1543535,1777,4661027,2920,37,19,18,210,57015164,25,47.03,63.02,51.04,299.50,1276.00,1175.75,1575.50,25.52,0.00,661.50,1276.00,1301.52,1937.50,1963.02,100.25
2451455,33481,2451535,198982,10112544,511675,4759,2941490,7204704,1256758,6436,1207967,1873,28,14,9,324,15612874,19,35.88,89.70,17.94,1363.44,340.86,681.72,1704.30,23.86,0.00,170.43,340.86,364.72,511.29,535.15,-340.86
2451094,46303,2451211,272233,6422836,1858564,1492,4917220,8589358,1265335,6357,5426085,181,22,10,16,322,19932007,93,56.85,143.26,54.43,8261.19,5061.99,5287.05,13323.18,354.33,0.00,3330.33,5061.99,5416.32,8392.32,8746.65,-225.06
2452053,67863,2452137,89363,5134776,249754,6332,5956957,11692528,309525,1538,4708963,753,39,10,20,730,2439373,22,65.24,183.32,148.48,766.48,3266.56,1435.28,4033.04,0.00,0.00,1693.78,3266.56,3266.56,4960.34,4960.34,1831.28
2450821,33839,2450908,193922,9334030,1803755,5480,3586052,5864002,1151402,827,94199,28,20,10,14,798,35404598,62,39.13,55.56,38.33,1068.26,2376.46,2426.06,3444.72,71.29,0.00,171.74,2376.46,2447.75,2548.20,2619.49,-49.60
2451139,66462,2451222,9148,2136627,386790,3353,2668716,2213296,1422306,6758,1894521,2077,44,17,6,155,40823811,53,46.03,130.72,81.04,2633.04,4295.12,2439.59,6928.16,257.70,0.00,1662.61,4295.12,4552.82,5957.73,6215.43,1855.53
2451412,49819,2451423,18548,10067518,922440,3762,761884,10192171,1063837,5050,2354372,1262,26,12,9,159,38279772,73,69.92,127.25,45.81,5945.12,3344.13,5104.16,9289.25,234.08,0.00,3250.69,3344.13,3578.21,6594.82,6828.90,-1760.03
2452541,38913,2452616,209395,11783481,59027,6573,619719,2650821,230883,3604,3218350,993,21,8,7,1306,10029694,28,74.13,88.95,80.94,224.28,2266.32,2075.64,2490.60,135.97,0.00,846.72,2266.32,2402.29,3113.04,3249.01,190.68
